bank_deposit_id,deposit_amount,deposit_date,deposit_memo,reason,decision_source,created_by_user_id,note,qbo_accounts,qbo_payers,qbo_evidence
"bdep_19ce3d08896e9add231a4392","118363.19","2026-07-09T00:00:00.000Z","ONLINE TRANSFER JUNE 26 OPEX DRAW 1 REF #BB0YVGT8FZ","other","human","usr_matthew_kramer","","","",""
"bdep_3801be9e4b9c7a3fae043acb","65.62","2026-07-07T00:00:00.000Z","GUSTO PAYROLL    TAX 832906 260707 6seml615btc     The Wildflower Foundat","tax_refund","human","usr_matthew_kramer","","","",""
"bdep_407a639e58ae91874f7010da","3945.85","2025-08-04T00:00:00.000Z","DC WILDFLOWER PU EFT PYMT   080125 Charter School  The Wildflower Foundat","earned_income","human","usr_matthew_kramer","","","",""
"bdep_4ac3e77cdc2af573c31b7933","300000.00","2026-07-14T00:00:00.000Z","TRANSFER FROM BRK ****9888 REF# 632826369","intercompany_transfer","human","usr_matthew_kramer","","","",""
"bdep_5d9bb719bbab1b2288d234d0","200000.00","2026-02-27T00:00:00.000Z","TRANSFER FROM BRK ****9888 REF# 615328531","intercompany_transfer","human","usr_matthew_kramer","","1004 BROKERAGE","","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_5d9bb719bbab1b2288d234d0"",""bank_transaction_id"":""bnk_28c7af574403110730e32cd7"",""amount"":""200000.00"",""txn_date"":""2026-02-27T00:00:00.000Z"",""txn_type"":""Transfer"",""accounts"":[""1004 BROKERAGE""],""memo"":""Transfer to operations account"",""reconciliation_status"":""Reconciled""}]"
"bdep_6a7405fd4827423d2b08bfae","300000.00","2026-07-01T00:00:00.000Z","TRANSFER FROM BRK ****9888 REF# 631507914","intercompany_transfer","human","usr_matthew_kramer","","","",""
"bdep_74316e836ba3ba6ec162dc7a","400000.00","2026-02-04T00:00:00.000Z","TRANSFER FROM BRK ****9888 REF# 612560826","intercompany_transfer","human","usr_matthew_kramer","","1004 BROKERAGE","","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_74316e836ba3ba6ec162dc7a"",""bank_transaction_id"":""bnk_bc38330cb8850f20bc75cf77"",""amount"":""400000.00"",""txn_date"":""2026-02-04T00:00:00.000Z"",""txn_type"":""Transfer"",""accounts"":[""1004 BROKERAGE""],""memo"":""Transfer to monthly operations"",""reconciliation_status"":""Reconciled""}]"
"bdep_83a68fcfd4b16e1c422a3c1f","3945.85","2025-08-11T00:00:00.000Z","DC WILDFLOWER PU EFT PYMT   080825 Charter School  The Wildflower Foundat","earned_income","human","usr_matthew_kramer","","","",""
"bdep_846fac1e59f2d2c4b12f5e07","122687.35","2026-07-15T00:00:00.000Z","ONLINE TRANSFER JUNE OPEX 2 BUT DRAW WAS FOR 126K  REF #BB0YXLPK8T","other","human","usr_matthew_kramer","","","",""
"bdep_9758432a6823e4d50e53ceeb","6000.00","2025-08-12T00:00:00.000Z","Bill.com         VoidPaymnt        015JZQHXBALYR7T Center for Guided Montessori Studies Bill.com 01","expense_refund","human","usr_matthew_kramer","","","","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_9758432a6823e4d50e53ceeb"",""bank_transaction_id"":""bnk_846cbe85e5d2b7a8afe30873"",""amount"":""6000.00"",""txn_date"":""2025-08-12T00:00:00.000Z"",""txn_type"":""Journal"",""ref_no"":""BILL.com 08/12/25 CR"",""memo"":""BILL 08/12/25 Credit P25050801 - 0877632"",""reconciliation_status"":""Reconciled""}]"
"bdep_ca687dcc605158617b885db6","200000.00","2026-05-05T00:00:00.000Z","TRANSFER FROM BRK ****9888 REF# 624290930","intercompany_transfer","human","usr_matthew_kramer","","1004 BROKERAGE","","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_ca687dcc605158617b885db6"",""bank_transaction_id"":""bnk_19b653843739e14eb5dadbec"",""amount"":""200000.00"",""txn_date"":""2026-05-05T00:00:00.000Z"",""txn_type"":""Transfer"",""accounts"":[""1004 BROKERAGE""],""memo"":""Transfer to Operating Account"",""reconciliation_status"":""Reconciled""}]"
"bdep_ce3a0723b64018278f8ff2a3","605.48","2025-11-07T00:00:00.000Z","Bill.com         VoidPaymnt        015CNEPQOTQCD5E Center for Guided Montessori Studies Bill.com 01","expense_refund","human","usr_matthew_kramer","","","","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_ce3a0723b64018278f8ff2a3"",""bank_transaction_id"":""bnk_9ac8f8bc30f433d3263f7d32"",""amount"":""605.48"",""txn_date"":""2025-11-07T00:00:00.000Z"",""txn_type"":""Journal"",""ref_no"":""Bill.com CR_11_7_25"",""memo"":""BILL 11/07/25 Credit P25080401 - 7634981"",""reconciliation_status"":""Reconciled""}]"
"bdep_cf625c83d803c283a9d3ab72","6508.00","2025-07-24T00:00:00.000Z","Bill.com         VoidPaymnt        015GLUUCECL29XU Center for Guided Montessori Studies Bill.com 01","expense_refund","human","usr_matthew_kramer","","","","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_cf625c83d803c283a9d3ab72"",""bank_transaction_id"":""bnk_4f2790eb3730a59f0b9f55dc"",""amount"":""6508.00"",""txn_date"":""2025-07-24T00:00:00.000Z"",""txn_type"":""Journal"",""ref_no"":""Bill.com Credit 7/24"",""memo"":""BILL 07/24/25 Credit P25041801 - 7245043"",""reconciliation_status"":""Reconciled""}]"
"bdep_d77de48b49a28f5f5ae8ad2c","2675.89","2025-10-23T00:00:00.000Z","Bill.com         Receivable        015ZHQBGTWPK38C Jun Zi Lan Montessori School, Inc. Bill.com 015Z","earned_income","human","usr_matthew_kramer","","","","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_d77de48b49a28f5f5ae8ad2c"",""bank_transaction_id"":""bnk_63ac3f6664f5b6669641dd0d"",""amount"":""2675.89"",""txn_date"":""2025-10-23T00:00:00.000Z"",""txn_type"":""Journal"",""ref_no"":""PPD Exp Sep 2027"",""memo"":""BILL 10/23/25 AR Payments"",""reconciliation_status"":""Reconciled""}]"
"bdep_de9d92882fa6811435cf7ec2","200000.00","2025-12-17T00:00:00.000Z","TRANSFER FROM BRK ****9888 REF# 606495171","intercompany_transfer","human","usr_matthew_kramer","","1004 BROKERAGE","","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_de9d92882fa6811435cf7ec2"",""bank_transaction_id"":""bnk_d614f8cc099f25fe4181bd70"",""amount"":""200000.00"",""txn_date"":""2025-12-17T00:00:00.000Z"",""txn_type"":""Transfer"",""accounts"":[""1004 BROKERAGE""],""reconciliation_status"":""Reconciled""}]"
"bdep_e8d8cdc41a04805b2239cd97","6179.08","2025-12-12T00:00:00.000Z","DC WILDFLOWER PU EFT PYMT   121125 Charter School  The Wildflower Foundat","earned_income","human","usr_matthew_kramer","","1503 Pledges/Services Receivable","DC Wildflower Public Charter School","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_e8d8cdc41a04805b2239cd97"",""bank_transaction_id"":""bnk_ff066264247a793182c86a32"",""amount"":""6179.08"",""txn_date"":""2025-12-12T00:00:00.000Z"",""txn_type"":""Payment"",""ref_no"":""11122872"",""payer"":""DC Wildflower Public Charter School"",""accounts"":[""1503 Pledges/Services Receivable""],""reconciliation_status"":""Reconciled""}]"
"bdep_00b1e2cb7719cfcffde234c5","250000.00","2025-03-03T00:00:00.000Z","TRANSFER FROM BRK ****9888 REF# 569101398","intercompany_transfer","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","1004 BROKERAGE | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_6DlPnfzh1_SgC2pgfjfBM"",""staged_payment_id"":""6DlPnfzh1_SgC2pgfjfBM"",""qb_deposit_id"":""32435"",""qb_entity_type"":""deposit"",""qb_entity_id"":""32435"",""amount"":""250000.00"",""date_received"":""2025-03-03T00:00:00.000Z"",""accounts"":[""1004 BROKERAGE"",""BUSINESS CHECKING (XXXXXX 8945)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""TRANSFER FROM BRK ****9888 REF# 569101398""}]"
"bdep_016c4c55274cdbae48a17ead","1347.33","2025-09-18T00:00:00.000Z","Roxbury Roots Mo Receivable        016AMZEAU3V1LTN 016AMZEAU3V1LTN Roxbury Roots Mo Bill.com Inv 49","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Roxbury Roots Montessori, Inc.","[{""source"":""deposit_qbo_components"",""id"":""dqc_aPbrPY0FK1s3f8I3KjHGP"",""staged_payment_id"":""aPbrPY0FK1s3f8I3KjHGP"",""qb_deposit_id"":""35896"",""qb_entity_type"":""payment"",""qb_entity_id"":""35298"",""amount"":""1347.33"",""date_received"":""2025-09-17T00:00:00.000Z"",""payer"":""Roxbury Roots Montessori, Inc."",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25091602 - 9220385"",""line_description"":""Inv 49"",""transaction_memo"":""Inv 49""}]"
"bdep_01ab2a9ce01694d0647db61c","1454.55","2025-01-27T00:00:00.000Z","Wildflower Monte Receivable        016USQUHO3MD1TE 016USQUHO3MD1TE Wildflower Monte Bill.com Inv 17","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Wildflower Montessori Public Schools of Colorado (c)","[{""source"":""deposit_qbo_components"",""id"":""dqc_AgRLAmXcXkqJyUowG6qP4"",""staged_payment_id"":""AgRLAmXcXkqJyUowG6qP4"",""qb_deposit_id"":""32444"",""qb_entity_type"":""payment"",""qb_entity_id"":""31739"",""amount"":""1454.55"",""date_received"":""2025-01-24T00:00:00.000Z"",""payer"":""Wildflower Montessori Public Schools of Colorado (c)"",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25012102 - 9192217"",""line_description"":""Inv 1734800475834"",""transaction_memo"":""Inv 1734800475834""}]"
"bdep_01b3b9e255d78cb56748cd8b","2036.69","2020-06-04T00:00:00.000Z","STRIPE           TRANSFER          ST-R1M4R6I3G6H5 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_wJDQoSqtWqCePuG4qkjRM"",""staged_payment_id"":""wJDQoSqtWqCePuG4qkjRM"",""qb_deposit_id"":""12219"",""qb_entity_type"":""deposit"",""qb_entity_id"":""12219"",""amount"":""2036.69"",""date_received"":""2020-06-04T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-R1M4R6I3G6H5 THE WILDFLOWER FOUNDAT""}]"
"bdep_02632aa654d8d1723ef8e44f","970.40","2019-07-17T00:00:00.000Z","STRIPE           TRANSFER          ST-E4M2K5V8O7K2 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_Ki-aZ8mF69f2jsGSXo3rW"",""staged_payment_id"":""Ki-aZ8mF69f2jsGSXo3rW"",""qb_deposit_id"":""8312"",""qb_entity_type"":""deposit"",""qb_entity_id"":""8312"",""amount"":""970.40"",""date_received"":""2019-07-17T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Existing School Support (deleted)""],""raw_reference"":""STRIPE           TRANSFER          ST-E4M2K5V8O7K2 THE WILDFLOWER FOUNDAT"",""line_description"":""STRIPE           TRANSFER          ST-E4M2K5V8O7K2 THE WILDFLOWER FOUNDAT"",""transaction_memo"":""STRIPE           TRANSFER          ST-E4M2K5V8O7K2 THE WILDFLOWER FOUNDAT""}]"
"bdep_03430d11392e3d49c28b6a92","666.67","2025-11-12T00:00:00.000Z","Desert Peach Mon Bill.com          026MMMUYJ1O3BHS Desert Peach Montessori School Bill.com 026MMMUY","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Desert Peach Montessori","[{""source"":""deposit_qbo_components"",""id"":""dqc_AlwTJuIyztlyHjkWzAm0-"",""staged_payment_id"":""AlwTJuIyztlyHjkWzAm0-"",""qb_deposit_id"":""36584"",""qb_entity_type"":""payment"",""qb_entity_id"":""36123"",""amount"":""666.67"",""date_received"":""2025-11-10T00:00:00.000Z"",""payer"":""Desert Peach Montessori"",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25110502 - 2507503"",""line_description"":""Inv TWF - Nov Invoice020"",""transaction_memo"":""Inv TWF - Nov Invoice020""}]"
"bdep_03989bf5dc2d1cad60b7815c","17.18","2018-11-19T00:00:00.000Z","STRIPE           TRANSFER                          X 201811192","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_4eG8yP73UnkwQsXb4s46Z"",""staged_payment_id"":""4eG8yP73UnkwQsXb4s46Z"",""qb_deposit_id"":""5354"",""qb_entity_type"":""deposit"",""qb_entity_id"":""5354"",""amount"":""17.18"",""date_received"":""2018-11-19T00:00:00.000Z"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""raw_reference"":""STRIPE           TRANSFER                          X 201811192"",""line_description"":""STRIPE           TRANSFER                          X 201811192"",""transaction_memo"":""STRIPE           TRANSFER                          X 201811192""}]"
"bdep_04606997a3471cee503179ca","485.20","2019-01-16T00:00:00.000Z","STRIPE           TRANSFER                          X","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_yQ1GJ6rQk9GN55gbxDDVI"",""staged_payment_id"":""yQ1GJ6rQk9GN55gbxDDVI"",""qb_deposit_id"":""5961"",""qb_entity_type"":""deposit"",""qb_entity_id"":""5961"",""amount"":""485.20"",""date_received"":""2019-01-16T00:00:00.000Z"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Existing School Support (deleted)""],""raw_reference"":""STRIPE           TRANSFER                          X"",""line_description"":""STRIPE           TRANSFER                          X"",""transaction_memo"":""STRIPE           TRANSFER                          X""}]"
"bdep_04c0d657ca0cc025f71c038a","33.68","2019-07-02T00:00:00.000Z","STRIPE           TRANSFER          ST-O2V8R7B3L0X3 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_3OXt8pNWY7frOnaBdKVFn"",""staged_payment_id"":""3OXt8pNWY7frOnaBdKVFn"",""qb_deposit_id"":""7805"",""qb_entity_type"":""deposit"",""qb_entity_id"":""7805"",""amount"":""33.68"",""date_received"":""2019-07-02T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Existing School Support (deleted)""],""raw_reference"":""STRIPE           TRANSFER          ST-O2V8R7B3L0X3 THE WILDFLOWER FOUNDAT"",""line_description"":""STRIPE           TRANSFER          ST-O2V8R7B3L0X3 THE WILDFLOWER FOUNDAT"",""transaction_memo"":""STRIPE           TRANSFER          ST-O2V8R7B3L0X3 THE WILDFLOWER FOUNDAT""}]"
"bdep_04c9aed86610353c22cf5f7a","28.83","2018-11-30T00:00:00.000Z","STRIPE           TRANSFER                          X 201811302","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_0qH7zNX2XtIACgCveVZ6x"",""staged_payment_id"":""0qH7zNX2XtIACgCveVZ6x"",""qb_deposit_id"":""5349"",""qb_entity_type"":""deposit"",""qb_entity_id"":""5349"",""amount"":""28.83"",""date_received"":""2018-11-30T00:00:00.000Z"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""raw_reference"":""STRIPE           TRANSFER                          X 201811302"",""line_description"":""STRIPE           TRANSFER                          X 201811302"",""transaction_memo"":""STRIPE           TRANSFER                          X 201811302""}]"
"bdep_04e7d9c8518498126a84c8b3","2135.24","2021-09-30T00:00:00.000Z","TIGER LILY MONTE SENDER     210930       XXXXX7822 0000WILDFLOWER FOUND","loan","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","1600 Loans to Schools | BUSINESS CHECKING (XXXXXX 8945)","Loan - Tiger Lily","[{""source"":""deposit_qbo_components"",""id"":""dqc_ojnYp1FKpMxF8rpimT8JZ"",""staged_payment_id"":""ojnYp1FKpMxF8rpimT8JZ"",""qb_deposit_id"":""17733"",""qb_entity_type"":""deposit"",""qb_entity_id"":""17733"",""amount"":""2135.24"",""date_received"":""2021-09-30T00:00:00.000Z"",""payer"":""Loan - Tiger Lily"",""accounts"":[""1600 Loans to Schools"",""BUSINESS CHECKING (XXXXXX 8945)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""TIGER LILY MONTE SENDER     210930       XXXXX7822 0000WILDFLOWER FOUND""}]"
"bdep_0504f794d21e918e8a283e34","4616.00","2020-11-20T00:00:00.000Z","ALLIANT INSURANC HIST RTN   201120 9MWPCF          WILDFLOWER INVOICES","expense_refund","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","7006 All Other Expenditures:Insurance | BUSINESS CHECKING (XXXXXX 8945)","Alliant Insurance Services, Inc.","[{""source"":""deposit_qbo_components"",""id"":""dqc_B5xfRxwRMzR8Z5-Dk4f7K"",""staged_payment_id"":""B5xfRxwRMzR8Z5-Dk4f7K"",""qb_deposit_id"":""13857"",""qb_entity_type"":""deposit"",""qb_entity_id"":""13857"",""amount"":""4616.00"",""date_received"":""2020-11-20T00:00:00.000Z"",""payer"":""Alliant Insurance Services, Inc."",""accounts"":[""7006 All Other Expenditures:Insurance"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""National (deleted):Foundation Operations (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""ALLIANT INSURANC HIST RTN   201120 9MWPCF          WILDFLOWER INVOICES""}]"
"bdep_0533cf98954fe1c6021692b8","485.20","2020-03-27T00:00:00.000Z","STRIPE           TRANSFER          ST-A1V8P6B1E4R2 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_Me_gtemRhhxybSuh7IAvI"",""staged_payment_id"":""Me_gtemRhhxybSuh7IAvI"",""qb_deposit_id"":""11585"",""qb_entity_type"":""deposit"",""qb_entity_id"":""11585"",""amount"":""485.20"",""date_received"":""2020-03-27T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-A1V8P6B1E4R2 THE WILDFLOWER FOUNDAT""}]"
"bdep_0658d92ae158b45ca9ee5a36","1454.55","2025-04-24T00:00:00.000Z","Wildflower Monte Receivable        016DTJTGI3PMRL9 016DTJTGI3PMRL9 Wildflower Monte Bill.com Inv 23","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Wildflower Montessori Public Schools of Colorado (c)","[{""source"":""deposit_qbo_components"",""id"":""dqc_s4fV_z3IlsWRIrD5MdNn4"",""staged_payment_id"":""s4fV_z3IlsWRIrD5MdNn4"",""qb_deposit_id"":""33554"",""qb_entity_type"":""payment"",""qb_entity_id"":""33051"",""amount"":""1454.55"",""date_received"":""2025-04-23T00:00:00.000Z"",""payer"":""Wildflower Montessori Public Schools of Colorado (c)"",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25042102 - 1027978"",""line_description"":""Inv 23-TWF"",""transaction_memo"":""Inv 23-TWF""}]"
"bdep_06eb2714972c6f2300934227","496.38","2020-08-03T00:00:00.000Z","STRIPE           TRANSFER          ST-E3Q8R4B2K6H3 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_pw7HQI0zI58FYHAmEkybb"",""staged_payment_id"":""pw7HQI0zI58FYHAmEkybb"",""qb_deposit_id"":""12891"",""qb_entity_type"":""deposit"",""qb_entity_id"":""12891"",""amount"":""496.38"",""date_received"":""2020-08-03T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-E3Q8R4B2K6H3 THE WILDFLOWER FOUNDAT""}]"
"bdep_07260dd539f84328c1c9f3b3","94.00","2020-12-03T00:00:00.000Z","GUSTO            HIST RTN   201203 6semjp4npbo     The Wildflower Foundat","expense_refund","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","2002 Benefit Liability | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_4CPFLY1hvjZDBU1DgoFoN"",""staged_payment_id"":""4CPFLY1hvjZDBU1DgoFoN"",""qb_deposit_id"":""14235"",""qb_entity_type"":""deposit"",""qb_entity_id"":""14235"",""amount"":""94.00"",""date_received"":""2020-12-03T00:00:00.000Z"",""accounts"":[""2002 Benefit Liability"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""National (deleted):Foundation Operations (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""GUSTO            HIST RTN   201203 6semjp4npbo     The Wildflower Foundat""}]"
"bdep_077aea0d4b36b13ac2f62961","24.82","2021-02-11T00:00:00.000Z","STRIPE           TRANSFER          ST-Y1X7M0J8B7R5 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_SC4saa8aNm-EpDaE26y28"",""staged_payment_id"":""SC4saa8aNm-EpDaE26y28"",""qb_deposit_id"":""14788"",""qb_entity_type"":""deposit"",""qb_entity_id"":""14788"",""amount"":""24.82"",""date_received"":""2021-02-11T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-Y1X7M0J8B7R5 THE WILDFLOWER FOUNDAT""}]"
"bdep_099997efd0c8a2af40706851","15.00","2017-05-05T00:00:00.000Z","PARTIAL WIRE TRANS SVC CHARGE REVERSAL","expense_refund","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","7003 All Other Expenditures:Bank Charges | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_LGnxfV7_fKE22ahJk1F4b"",""staged_payment_id"":""LGnxfV7_fKE22ahJk1F4b"",""qb_deposit_id"":""913"",""qb_entity_type"":""deposit"",""qb_entity_id"":""913"",""amount"":""15.00"",""date_received"":""2017-05-05T00:00:00.000Z"",""accounts"":[""7003 All Other Expenditures:Bank Charges"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Overhead (deleted)""],""raw_reference"":""PARTIAL WIRE TRANS SVC CHARGE REVERSAL"",""line_description"":""PARTIAL WIRE TRANS SVC CHARGE REVERSAL"",""transaction_memo"":""PARTIAL WIRE TRANS SVC CHARGE REVERSAL""}]"
"bdep_0a2e06490217415f876d7059","545.45","2024-12-30T00:00:00.000Z","Rain Lily Montes Receivable        016AHSKYP3LFFPV 016AHSKYP3LFFPV Rain Lily Montes Bill.com Inv G","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Rain Lily Montessori School, Inc.","[{""source"":""deposit_qbo_components"",""id"":""dqc_6EMN0MOhxb8RvI7MbMY8q"",""staged_payment_id"":""6EMN0MOhxb8RvI7MbMY8q"",""qb_deposit_id"":""31648"",""qb_entity_type"":""payment"",""qb_entity_id"":""31309"",""amount"":""545.45"",""date_received"":""2024-12-27T00:00:00.000Z"",""payer"":""Rain Lily Montessori School, Inc."",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P24122302 - 3274115"",""line_description"":""Inv G 9654-12996"",""transaction_memo"":""Inv G 9654-12996""}]"
"bdep_0b008bf8958aeb9f4b88002b","1670.80","2022-11-09T00:00:00.000Z","BASIC            BASICCOBRA 221109                 The Wildflower Foundat","expense_refund","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","2002 Benefit Liability | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_kdh5L3nW4KS_9lMraUzg7"",""staged_payment_id"":""kdh5L3nW4KS_9lMraUzg7"",""qb_deposit_id"":""22374"",""qb_entity_type"":""deposit"",""qb_entity_id"":""22374"",""amount"":""1670.80"",""date_received"":""2022-11-09T00:00:00.000Z"",""accounts"":[""2002 Benefit Liability"",""BUSINESS CHECKING (XXXXXX 8945)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""BASIC            BASICCOBRA 221109                 The Wildflower Foundat""}]"
"bdep_0b2d5c73a5564e1c2885e152","4623.66","2025-11-07T00:00:00.000Z","Minnesota Wildfl Receivable        016XHRTHJ3WWU7J 016XHRTHJ3WWU7J Minnesota Wildfl Bill.com Inv TW","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Minnesota Wildflower Montessori School","[{""source"":""deposit_qbo_components"",""id"":""dqc_gYV3FdJtgDMtqZUilsN7z"",""staged_payment_id"":""gYV3FdJtgDMtqZUilsN7z"",""qb_deposit_id"":""36583"",""qb_entity_type"":""payment"",""qb_entity_id"":""36122"",""amount"":""4623.66"",""date_received"":""2025-11-06T00:00:00.000Z"",""payer"":""Minnesota Wildflower Montessori School"",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25110501 - 5431725"",""line_description"":""Inv TWF - Nov Invoice054"",""transaction_memo"":""Inv TWF - Nov Invoice054""}]"
